episode_id,type,severity,duration_min,latency_min,detected
80,scaling,low,84,,False
81,scaling,medium,107,0.0,True
82,scaling,medium,149,92.0,True
83,scaling,low,147,,False
84,scaling,medium,61,0.0,True
85,scaling,low,60,0.0,True
86,scaling,high,82,,False
87,scaling,low,81,,False
88,scaling,medium,159,14.0,True
89,scaling,high,164,0.0,True
90,scaling,medium,93,0.0,True
91,scaling,low,169,89.0,True
92,scaling,low,66,,False
93,scaling,medium,106,,False
94,scaling,medium,141,,False
95,scaling,high,158,0.0,True
96,scaling,high,115,0.0,True
97,scaling,medium,157,0.0,True
98,scaling,medium,145,0.0,True
99,scaling,low,117,0.0,True
100,scaling,high,76,0.0,True
101,scaling,low,174,,False
102,scaling,high,45,,False
103,scaling,medium,166,0.0,True
104,scaling,low,59,40.0,True
105,scaling,low,138,0.0,True
106,scaling,low,77,67.0,True
107,scaling,medium,123,0.0,True
108,scaling,medium,128,,False
109,scaling,low,157,,False
110,scaling,medium,176,0.0,True
111,scaling,high,151,,False
112,scaling,low,78,,False
113,scaling,low,103,,False
114,scaling,medium,91,0.0,True
115,scaling,medium,145,,False
116,scaling,high,69,,False
117,scaling,medium,152,0.0,True
118,scaling,medium,161,51.0,True
119,scaling,low,107,,False
120,offset,low,105,0.0,True
121,offset,medium,86,,False
122,offset,high,151,26.0,True
123,offset,low,180,0.0,True
124,offset,high,83,0.0,True
125,offset,medium,59,0.0,True
126,offset,low,135,90.0,True
127,offset,high,57,0.0,True
128,offset,medium,48,0.0,True
129,offset,medium,71,,False
130,offset,high,168,,False
131,offset,low,49,,False
132,offset,low,52,,False
133,offset,high,154,0.0,True
134,offset,medium,160,0.0,True
135,offset,low,153,0.0,True
136,offset,medium,150,,False
137,offset,high,158,,False
138,offset,high,72,,False
139,offset,medium,113,97.0,True
140,offset,medium,130,0.0,True
141,offset,medium,66,0.0,True
142,offset,low,71,,False
143,offset,high,141,,False
144,offset,medium,128,0.0,True
145,offset,low,128,0.0,True
146,offset,low,165,0.0,True
147,offset,high,68,0.0,True
148,offset,low,69,46.0,True
149,offset,high,107,0.0,True
150,offset,medium,131,0.0,True
151,offset,high,64,,False
152,offset,medium,85,0.0,True
153,offset,high,140,0.0,True
154,offset,low,114,57.0,True
155,offset,low,99,,False
156,offset,medium,61,0.0,True
157,offset,high,82,0.0,True
158,offset,medium,103,0.0,True
159,offset,medium,131,0.0,True
160,offset,medium,100,,False
161,offset,high,125,0.0,True
162,offset,low,49,,False
163,offset,low,109,,False
164,offset,medium,122,0.0,True
165,offset,high,140,0.0,True
166,offset,medium,133,,False
167,offset,medium,152,0.0,True
168,offset,high,103,,False
169,offset,high,145,0.0,True
170,offset,high,165,0.0,True
171,offset,medium,113,0.0,True
172,offset,medium,153,,False
173,offset,medium,158,,False
174,offset,medium,60,,False
175,offset,low,159,0.0,True
176,offset,low,83,,False
177,offset,medium,46,0.0,True
178,offset,medium,157,21.0,True
179,offset,low,95,,False
180,offset,low,126,,False
181,offset,high,94,0.0,True
182,offset,medium,180,107.0,True
183,offset,low,140,,False
184,offset,low,97,0.0,True
185,offset,medium,46,,False
186,offset,low,116,,False
187,offset,high,179,,False
188,offset,medium,120,0.0,True
189,offset,medium,179,0.0,True
190,offset,high,105,0.0,True
191,offset,medium,55,0.0,True
192,offset,low,103,,False
193,offset,low,65,,False
194,offset,high,168,0.0,True
195,offset,medium,76,8.0,True
196,offset,low,111,,False
197,offset,low,78,,False
198,offset,low,159,,False
199,offset,high,133,0.0,True
200,offset,medium,148,,False
201,offset,low,94,0.0,True
202,offset,medium,91,0.0,True
203,offset,high,110,26.0,True
204,offset,low,160,1.0,True
205,offset,medium,160,,False
206,offset,medium,91,0.0,True
207,offset,high,117,26.0,True
208,offset,medium,99,15.0,True
209,offset,medium,130,,False
210,offset,high,91,0.0,True
211,offset,low,105,,False
212,offset,low,86,5.0,True
213,offset,low,45,0.0,True
214,offset,low,140,,False
215,offset,low,178,0.0,True
216,offset,medium,109,0.0,True
217,offset,high,151,0.0,True
218,offset,high,162,0.0,True
219,offset,high,144,0.0,True
220,offset,low,120,,False
221,offset,high,176,0.0,True
222,offset,high,84,0.0,True
223,offset,high,146,,False
224,offset,medium,150,0.0,True
225,offset,low,111,4.0,True
226,offset,medium,108,,False
227,offset,low,56,,False
228,offset,high,120,0.0,True
229,offset,medium,170,0.0,True
230,offset,medium,50,15.0,True
231,offset,high,51,11.0,True
232,offset,medium,136,0.0,True
233,offset,medium,150,,False
234,offset,medium,145,,False
235,offset,high,129,0.0,True
236,offset,high,161,0.0,True
237,offset,medium,114,0.0,True
238,offset,medium,166,,False
239,offset,medium,160,,False
240,noise,low,73,15.0,True
241,noise,low,86,0.0,True
242,noise,high,180,0.0,True
243,noise,medium,51,0.0,True
244,noise,medium,148,0.0,True
245,noise,medium,152,0.0,True
246,noise,medium,88,0.0,True
247,noise,low,72,0.0,True
248,noise,medium,105,0.0,True
249,noise,high,96,0.0,True
250,noise,medium,74,0.0,True
251,noise,medium,126,0.0,True
252,noise,medium,52,0.0,True
253,noise,medium,96,0.0,True
254,noise,medium,137,0.0,True
255,noise,medium,158,0.0,True
256,noise,medium,55,0.0,True
257,noise,medium,97,0.0,True
258,noise,low,176,0.0,True
259,noise,medium,75,0.0,True
260,noise,medium,106,0.0,True
261,noise,medium,140,0.0,True
262,noise,low,145,0.0,True
263,noise,high,127,0.0,True
264,noise,high,87,0.0,True
265,noise,medium,156,0.0,True
266,noise,high,165,0.0,True
267,noise,high,65,0.0,True
268,noise,high,180,0.0,True
269,noise,low,127,5.0,True
270,noise,low,153,0.0,True
271,noise,medium,175,0.0,True
272,noise,high,128,0.0,True
273,noise,medium,129,0.0,True
274,noise,low,150,0.0,True
275,noise,medium,115,0.0,True
276,noise,high,48,0.0,True
277,noise,high,147,0.0,True
278,noise,medium,118,0.0,True
279,noise,high,169,0.0,True
280,noise,low,53,6.0,True
281,noise,low,165,4.0,True
282,noise,high,167,0.0,True
283,noise,high,109,0.0,True
284,noise,low,122,0.0,True
285,noise,low,166,0.0,True
286,noise,high,62,0.0,True
287,noise,high,60,0.0,True
288,noise,low,146,,False
289,noise,low,144,0.0,True
290,noise,medium,150,0.0,True
291,noise,high,93,0.0,True
292,noise,medium,154,0.0,True
293,noise,low,146,0.0,True
294,noise,low,99,9.0,True
295,noise,high,174,0.0,True
296,noise,low,168,28.0,True
297,noise,medium,132,0.0,True
298,noise,high,103,0.0,True
299,noise,low,86,0.0,True
300,noise,high,76,0.0,True
301,noise,low,144,3.0,True
302,noise,medium,73,0.0,True
303,noise,low,119,9.0,True
304,noise,high,163,0.0,True
305,noise,low,127,12.0,True
306,noise,high,155,0.0,True
307,noise,high,130,0.0,True
308,noise,low,130,0.0,True
309,noise,medium,147,0.0,True
310,noise,high,141,0.0,True
311,noise,medium,47,0.0,True
312,noise,medium,62,0.0,True
313,noise,medium,165,0.0,True
314,noise,medium,156,0.0,True
315,noise,low,93,10.0,True
316,noise,low,91,16.0,True
317,noise,high,168,0.0,True
318,noise,medium,121,0.0,True
319,noise,medium,110,0.0,True
320,noise,high,81,0.0,True
321,noise,medium,74,0.0,True
322,noise,high,170,0.0,True
323,noise,low,166,17.0,True
324,noise,medium,162,0.0,True
325,noise,low,93,0.0,True
326,noise,medium,88,0.0,True
327,noise,low,51,,False
328,noise,medium,114,0.0,True
329,noise,high,159,0.0,True
330,noise,low,145,10.0,True
331,noise,medium,59,0.0,True
332,noise,high,142,0.0,True
333,noise,low,171,8.0,True
334,noise,low,121,0.0,True
335,noise,high,90,0.0,True
336,noise,low,58,0.0,True
337,noise,medium,61,0.0,True
338,noise,high,141,0.0,True
339,noise,medium,177,0.0,True
340,noise,low,110,5.0,True
341,noise,high,69,0.0,True
342,noise,medium,134,0.0,True
343,noise,medium,137,0.0,True
344,noise,low,91,0.0,True
345,noise,low,127,20.0,True
346,noise,high,57,0.0,True
347,noise,low,122,,False
348,noise,high,154,0.0,True
349,noise,medium,122,0.0,True
350,noise,medium,131,0.0,True
351,noise,medium,169,0.0,True
352,noise,medium,111,0.0,True
353,noise,medium,174,0.0,True
354,noise,low,101,0.0,True
355,noise,high,141,0.0,True
356,noise,high,57,0.0,True
357,noise,medium,149,0.0,True
358,noise,medium,143,0.0,True
359,noise,high,91,0.0,True
360,ramp,medium,109,,False
361,ramp,high,142,,False
362,ramp,medium,45,,False
363,ramp,low,61,,False
364,ramp,low,160,,False
365,ramp,medium,179,16.0,True
366,ramp,medium,112,64.0,True
367,ramp,high,74,0.0,True
368,ramp,low,46,,False
369,ramp,low,90,,False
370,ramp,medium,151,,False
371,ramp,low,165,,False
372,ramp,low,70,33.0,True
373,ramp,medium,138,70.0,True
374,ramp,medium,142,48.0,True
375,ramp,high,169,,False
376,ramp,high,121,31.0,True
377,ramp,medium,179,45.0,True
378,ramp,medium,154,,False
379,ramp,medium,47,,False
380,ramp,medium,71,,False
381,ramp,medium,129,52.0,True
382,ramp,medium,110,0.0,True
383,ramp,high,101,64.0,True
384,ramp,low,143,,False
385,ramp,low,88,69.0,True
386,ramp,low,128,43.0,True
387,ramp,medium,104,,False
388,ramp,low,142,70.0,True
389,ramp,low,153,,False
390,ramp,high,172,0.0,True
391,ramp,medium,48,17.0,True
392,ramp,medium,62,,False
393,ramp,low,173,0.0,True
394,ramp,high,117,2.0,True
395,ramp,high,103,12.0,True
396,ramp,high,171,53.0,True
397,ramp,low,87,,False
398,ramp,medium,92,,False
399,ramp,medium,102,45.0,True
400,ramp,medium,176,0.0,True
401,ramp,high,140,,False
402,ramp,medium,179,0.0,True
403,ramp,medium,164,51.0,True
404,ramp,high,177,8.0,True
405,ramp,high,58,,False
406,ramp,medium,51,1.0,True
407,ramp,high,169,,False
408,ramp,low,174,81.0,True
409,ramp,low,133,,False
410,ramp,low,167,54.0,True
411,ramp,low,132,20.0,True
412,ramp,medium,49,,False
413,ramp,medium,84,0.0,True
414,ramp,high,137,34.0,True
415,ramp,medium,171,,False
416,ramp,low,174,,False
417,ramp,low,92,0.0,True
418,ramp,low,91,52.0,True
419,ramp,low,150,,False
420,ramp,high,52,0.0,True
421,ramp,medium,111,,False
422,ramp,high,88,0.0,True
423,ramp,high,45,,False
424,ramp,medium,96,,False
425,ramp,medium,131,,False
426,ramp,medium,81,0.0,True
427,ramp,low,174,11.0,True
428,ramp,medium,155,5.0,True
429,ramp,high,65,0.0,True
430,ramp,low,45,,False
431,ramp,medium,56,44.0,True
432,ramp,high,129,0.0,True
433,ramp,medium,156,0.0,True
434,ramp,medium,131,,False
435,ramp,medium,112,,False
436,ramp,high,45,,False
437,ramp,high,167,,False
438,ramp,medium,144,,False
439,ramp,high,100,,False
440,ramp,medium,73,,False
441,ramp,low,46,,False
442,ramp,medium,78,,False
443,ramp,medium,165,,False
444,ramp,low,142,60.0,True
445,ramp,medium,83,32.0,True
446,ramp,medium,147,,False
447,ramp,low,129,0.0,True
448,ramp,low,92,,False
449,ramp,low,121,,False
450,ramp,medium,85,0.0,True
451,ramp,high,139,,False
452,ramp,low,130,,False
453,ramp,low,108,11.0,True
454,ramp,high,55,37.0,True
455,ramp,high,49,0.0,True
456,ramp,high,141,,False
457,ramp,high,80,,False
458,ramp,high,143,0.0,True
459,ramp,medium,176,26.0,True
460,ramp,high,59,26.0,True
461,ramp,low,110,0.0,True
462,ramp,high,146,0.0,True
463,ramp,low,105,0.0,True
464,ramp,medium,94,0.0,True
465,ramp,high,56,0.0,True
466,ramp,medium,175,,False
467,ramp,medium,92,,False
468,ramp,low,104,0.0,True
469,ramp,high,75,,False
470,ramp,high,141,5.0,True
471,ramp,low,180,130.0,True
472,ramp,medium,145,,False
473,ramp,low,132,21.0,True
474,ramp,high,180,29.0,True
475,ramp,low,169,25.0,True
476,ramp,high,158,,False
477,ramp,medium,86,26.0,True
478,ramp,high,161,11.0,True
479,ramp,medium,55,,False
480,step,medium,171,,False
481,step,medium,83,0.0,True
482,step,high,94,0.0,True
483,step,low,161,,False
484,step,medium,46,,False
485,step,medium,116,,False
486,step,medium,54,,False
487,step,high,90,,False
488,step,high,49,0.0,True
489,step,medium,131,70.0,True
490,step,low,116,0.0,True
491,step,high,122,,False
492,step,medium,168,,False
493,step,low,49,,False
494,step,medium,47,,False
495,step,medium,94,,False
496,step,medium,147,82.0,True
497,step,high,126,,False
498,step,low,89,,False
499,step,medium,108,0.0,True
500,step,low,123,0.0,True
501,step,high,118,0.0,True
502,step,high,103,44.0,True
503,step,high,115,0.0,True
504,step,medium,151,38.0,True
505,step,high,126,45.0,True
506,step,high,88,,False
507,step,low,119,58.0,True
508,step,high,97,0.0,True
509,step,medium,179,,False
510,step,high,61,,False
511,step,low,105,,False
512,step,high,57,0.0,True
513,step,medium,108,0.0,True
514,step,high,175,10.0,True
515,step,medium,140,26.0,True
516,step,low,116,0.0,True
517,step,low,115,39.0,True
518,step,low,133,,False
519,step,medium,122,,False
520,step,low,169,45.0,True
521,step,medium,132,30.0,True
522,step,low,105,,False
523,step,low,68,,False
524,step,medium,63,,False
525,step,high,155,,False
526,step,high,155,20.0,True
527,step,medium,94,0.0,True
528,step,low,133,18.0,True
529,step,medium,147,3.0,True
530,step,high,77,0.0,True
531,step,low,103,0.0,True
532,step,low,123,,False
533,step,medium,160,143.0,True
534,step,high,141,16.0,True
535,step,medium,130,0.0,True
536,step,high,75,0.0,True
537,step,medium,51,0.0,True
538,step,low,73,0.0,True
539,step,medium,153,0.0,True
540,step,high,175,51.0,True
541,step,medium,91,0.0,True
542,step,medium,62,0.0,True
543,step,medium,95,0.0,True
544,step,medium,126,101.0,True
545,step,high,170,,False
546,step,low,117,23.0,True
547,step,low,86,,False
548,step,medium,172,34.0,True
549,step,medium,47,,False
550,step,low,157,23.0,True
551,step,low,63,,False
552,step,high,92,,False
553,step,low,80,0.0,True
554,step,high,57,0.0,True
555,step,medium,128,11.0,True
556,step,medium,172,15.0,True
557,step,low,167,,False
558,step,medium,88,0.0,True
559,step,medium,62,,False
560,step,high,124,9.0,True
561,step,medium,63,0.0,True
562,step,low,170,,False
563,step,medium,111,0.0,True
564,step,low,141,,False
565,step,low,162,146.0,True
566,step,low,116,64.0,True
567,step,low,74,,False
568,step,medium,162,,False
569,step,low,102,41.0,True
570,step,high,180,24.0,True
571,step,high,146,,False
572,step,high,95,0.0,True
573,step,high,48,,False
574,step,low,118,,False
575,step,low,160,111.0,True
576,step,medium,73,,False
577,step,high,109,68.0,True
578,step,medium,128,30.0,True
579,step,low,148,0.0,True
580,step,medium,154,,False
581,step,high,70,39.0,True
582,step,medium,97,39.0,True
583,step,high,91,3.0,True
584,step,high,84,,False
585,step,medium,95,,False
586,step,low,108,,False
587,step,medium,147,48.0,True
588,step,medium,72,3.0,True
589,step,medium,109,0.0,True
590,step,low,179,,False
591,step,medium,170,0.0,True
592,step,medium,154,22.0,True
593,step,high,126,18.0,True
594,step,high,119,0.0,True
595,step,low,78,48.0,True
596,step,high,122,32.0,True
597,step,medium,175,,False
598,step,low,172,28.0,True
599,step,high,53,34.0,True
600,replay,high,127,0.0,True
601,replay,high,130,0.0,True
602,replay,low,62,43.0,True
603,replay,low,107,0.0,True
604,replay,medium,92,0.0,True
605,replay,high,118,0.0,True
606,replay,low,142,0.0,True
607,replay,high,47,,False
608,replay,low,56,5.0,True
609,replay,medium,154,0.0,True
610,replay,medium,171,0.0,True
611,replay,low,136,0.0,True
612,replay,high,128,0.0,True
613,replay,medium,158,0.0,True
614,replay,medium,139,,False
615,replay,high,111,0.0,True
616,replay,medium,50,16.0,True
617,replay,low,130,,False
618,replay,low,146,0.0,True
619,replay,high,135,0.0,True
620,replay,low,115,0.0,True
621,replay,high,116,0.0,True
622,replay,medium,143,,False
623,replay,high,115,0.0,True
624,replay,low,50,,False
625,replay,high,81,0.0,True
626,replay,high,133,50.0,True
627,replay,low,153,,False
628,replay,low,107,,False
629,replay,medium,153,,False
630,replay,low,146,,False
631,replay,medium,71,0.0,True
632,replay,medium,106,0.0,True
633,replay,medium,134,0.0,True
634,replay,medium,92,,False
635,replay,medium,132,0.0,True
636,replay,medium,180,0.0,True
637,replay,high,119,0.0,True
638,replay,high,163,0.0,True
639,replay,low,130,61.0,True
640,replay,medium,62,,False
641,replay,low,66,,False
642,replay,high,133,0.0,True
643,replay,medium,164,0.0,True
644,replay,medium,128,94.0,True
645,replay,medium,112,1.0,True
646,replay,high,173,1.0,True
647,replay,medium,160,0.0,True
648,replay,medium,131,0.0,True
649,replay,high,124,0.0,True
650,replay,low,122,34.0,True
651,replay,low,136,,False
652,replay,medium,121,0.0,True
653,replay,low,107,52.0,True
654,replay,medium,64,0.0,True
655,replay,low,170,,False
656,replay,low,172,,False
657,replay,medium,180,0.0,True
658,replay,medium,94,0.0,True
659,replay,medium,136,6.0,True
660,replay,low,148,116.0,True
661,replay,low,66,6.0,True
662,replay,low,112,,False
663,replay,low,78,0.0,True
664,replay,medium,154,0.0,True
665,replay,high,120,0.0,True
666,replay,high,65,45.0,True
667,replay,low,104,47.0,True
668,replay,high,166,0.0,True
669,replay,high,94,0.0,True
670,replay,low,155,,False
671,replay,low,170,,False
672,replay,high,111,4.0,True
673,replay,low,86,,False
674,replay,high,93,75.0,True
675,replay,medium,120,26.0,True
676,replay,medium,67,0.0,True
677,replay,high,82,0.0,True
678,replay,medium,99,0.0,True
679,replay,medium,111,19.0,True
680,replay,high,133,0.0,True
681,replay,low,86,47.0,True
682,replay,medium,109,0.0,True
683,replay,medium,67,0.0,True
684,replay,high,96,,False
685,replay,medium,118,0.0,True
686,replay,medium,146,0.0,True
687,replay,low,78,,False
688,replay,low,130,0.0,True
689,replay,low,163,85.0,True
690,replay,medium,77,0.0,True
691,replay,medium,132,0.0,True
692,replay,medium,73,10.0,True
693,replay,high,52,,False
694,replay,high,172,0.0,True
695,replay,medium,129,,False
696,replay,medium,166,77.0,True
697,replay,high,166,0.0,True
698,replay,high,84,0.0,True
699,replay,medium,55,0.0,True
700,replay,low,145,0.0,True
701,replay,low,104,,False
702,replay,low,58,,False
703,replay,low,72,,False
704,replay,high,169,0.0,True
705,replay,high,95,0.0,True
706,replay,medium,167,130.0,True
707,replay,medium,81,23.0,True
708,replay,medium,89,13.0,True
709,replay,high,138,0.0,True
710,replay,medium,178,0.0,True
711,replay,high,81,0.0,True
712,replay,medium,151,10.0,True
713,replay,high,117,0.0,True
714,replay,low,169,0.0,True
715,replay,high,56,0.0,True
716,replay,medium,118,17.0,True
717,replay,high,172,0.0,True
718,replay,medium,89,,False
719,replay,medium,69,11.0,True
720,voltage_spoof,high,106,0.0,True
721,voltage_spoof,low,153,,False
722,voltage_spoof,high,168,102.0,True
723,voltage_spoof,high,79,0.0,True
724,voltage_spoof,high,121,74.0,True
725,voltage_spoof,medium,160,68.0,True
726,voltage_spoof,low,119,0.0,True
727,voltage_spoof,medium,87,,False
728,voltage_spoof,medium,63,,False
729,voltage_spoof,high,130,0.0,True
730,voltage_spoof,high,168,80.0,True
731,voltage_spoof,high,91,0.0,True
732,voltage_spoof,medium,101,0.0,True
733,voltage_spoof,high,87,0.0,True
734,voltage_spoof,low,113,63.0,True
735,voltage_spoof,high,110,0.0,True
736,voltage_spoof,low,45,,False
737,voltage_spoof,high,54,0.0,True
738,voltage_spoof,medium,119,0.0,True
739,voltage_spoof,medium,52,,False
740,voltage_spoof,medium,169,,False
741,voltage_spoof,low,51,,False
742,voltage_spoof,high,53,0.0,True
743,voltage_spoof,high,123,,False
744,voltage_spoof,high,68,,False
745,voltage_spoof,medium,132,,False
746,voltage_spoof,low,157,91.0,True
747,voltage_spoof,low,109,15.0,True
748,voltage_spoof,low,55,0.0,True
749,voltage_spoof,low,121,76.0,True
750,voltage_spoof,low,153,,False
751,voltage_spoof,medium,92,30.0,True
752,voltage_spoof,high,162,0.0,True
753,voltage_spoof,high,121,0.0,True
754,voltage_spoof,medium,52,0.0,True
755,voltage_spoof,high,154,0.0,True
756,voltage_spoof,medium,115,,False
757,voltage_spoof,low,54,,False
758,voltage_spoof,medium,86,0.0,True
759,voltage_spoof,medium,55,,False
760,voltage_spoof,medium,115,,False
761,voltage_spoof,low,80,0.0,True
762,voltage_spoof,high,148,0.0,True
763,voltage_spoof,low,157,0.0,True
764,voltage_spoof,high,91,0.0,True
765,voltage_spoof,low,69,,False
766,voltage_spoof,high,96,,False
767,voltage_spoof,medium,129,,False
768,voltage_spoof,medium,122,,False
769,voltage_spoof,medium,82,0.0,True
770,voltage_spoof,low,72,0.0,True
771,voltage_spoof,medium,116,0.0,True
772,voltage_spoof,medium,142,,False
773,voltage_spoof,medium,91,,False
774,voltage_spoof,medium,117,,False
775,voltage_spoof,low,132,12.0,True
776,voltage_spoof,low,134,0.0,True
777,voltage_spoof,low,68,,False
778,voltage_spoof,medium,58,55.0,True
779,voltage_spoof,low,178,122.0,True
780,voltage_spoof,medium,129,0.0,True
781,voltage_spoof,medium,59,,False
782,voltage_spoof,low,136,,False
783,voltage_spoof,medium,54,0.0,True
784,voltage_spoof,medium,47,0.0,True
785,voltage_spoof,high,164,0.0,True
786,voltage_spoof,low,153,,False
787,voltage_spoof,medium,100,0.0,True
788,voltage_spoof,medium,65,,False
789,voltage_spoof,low,147,,False
790,voltage_spoof,low,67,,False
791,voltage_spoof,medium,66,,False
792,voltage_spoof,low,143,0.0,True
793,voltage_spoof,medium,49,,False
794,voltage_spoof,high,128,,False
795,voltage_spoof,medium,112,,False
796,voltage_spoof,medium,158,113.0,True
797,voltage_spoof,medium,144,,False
798,voltage_spoof,high,55,0.0,True
799,voltage_spoof,medium,80,,False
800,voltage_spoof,high,174,0.0,True
801,voltage_spoof,high,61,20.0,True
802,voltage_spoof,medium,125,,False
803,voltage_spoof,high,175,0.0,True
804,voltage_spoof,low,144,,False
805,voltage_spoof,low,87,,False
806,voltage_spoof,medium,75,,False
807,voltage_spoof,high,101,0.0,True
808,voltage_spoof,low,180,0.0,True
809,voltage_spoof,low,128,,False
810,voltage_spoof,low,150,,False
811,voltage_spoof,low,94,0.0,True
812,voltage_spoof,high,85,0.0,True
813,voltage_spoof,medium,170,0.0,True
814,voltage_spoof,low,142,0.0,True
815,voltage_spoof,high,62,0.0,True
816,voltage_spoof,high,54,0.0,True
817,voltage_spoof,medium,146,,False
818,voltage_spoof,high,83,35.0,True
819,voltage_spoof,medium,128,0.0,True
820,voltage_spoof,low,149,,False
821,voltage_spoof,high,130,,False
822,voltage_spoof,low,111,,False
823,voltage_spoof,medium,159,,False
824,voltage_spoof,medium,122,65.0,True
825,voltage_spoof,high,131,0.0,True
826,voltage_spoof,high,136,,False
827,voltage_spoof,medium,157,,False
828,voltage_spoof,high,100,0.0,True
829,voltage_spoof,medium,162,,False
830,voltage_spoof,high,125,0.0,True
831,voltage_spoof,medium,48,0.0,True
832,voltage_spoof,medium,107,,False
833,voltage_spoof,medium,123,0.0,True
834,voltage_spoof,high,163,0.0,True
835,voltage_spoof,low,93,,False
836,voltage_spoof,medium,66,,False
837,voltage_spoof,low,54,,False
838,voltage_spoof,low,111,,False
839,voltage_spoof,medium,120,,False
