attack_type,severity_val,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47
scaling,0.797,0.4550781846046448,0.5012914538383484,0.44375690817832947,0.43682506680488586,0.3730768859386444,0.39511364698410034,0.3167731463909149,0.3037353754043579,0.32738637924194336,0.27810221910476685,0.2808688282966614,0.25128740072250366,0.16444116830825806,0.13157053291797638,0.044639915227890015,0.06163175776600838,0.11072418093681335,0.04948369786143303,0.02833334170281887,0.04019675403833389,0.1425630897283554,0.27313169836997986,0.22411280870437622,0.18472789227962494,0.1464863121509552,0.16265767812728882,0.19152069091796875,0.2488960325717926,0.29615917801856995,0.31637847423553467,0.23794691264629364,0.22912827134132385,0.23998714983463287,0.19096504151821136,0.21657739579677582,0.2699257433414459,0.2606956958770752,0.23980280756950378,0.17250466346740723,0.2061842828989029,0.10084570944309235,0.21900512278079987,0.2573818862438202,0.2687276601791382,0.18644841015338898,0.3140767216682434,0.3831998407840729,0.3433198630809784
scaling,0.676,0.3311053216457367,0.21382424235343933,0.3122806251049042,0.321208655834198,0.43440335988998413,0.32481011748313904,0.05761358514428139,0.24490492045879364,0.16702532768249512,0.09862463921308517,0.3708144426345825,0.33704307675361633,0.20001442730426788,0.4119180738925934,0.5377658009529114,0.6694273352622986,0.7488903999328613,0.8958246111869812,0.746890127658844,0.6901432275772095,0.6327576637268066,0.4853675961494446,0.49240225553512573,0.5450251698493958,0.7773928642272949,0.907741129398346,0.6182916164398193,0.5127458572387695,0.41063830256462097,0.4819242060184479,0.41339051723480225,0.39375752210617065,0.34881532192230225,0.20093777775764465,0.308673620223999,0.2792043089866638,0.21915172040462494,0.2927207052707672,0.15123525261878967,0.10239001363515854,0.11168664693832397,0.03599926084280014,0.0,0.0773073136806488,0.1815783679485321,0.11283386498689651,0.17890270054340363,0.2171868085861206
scaling,0.793,0.1792626678943634,0.22953979671001434,0.24724005162715912,0.23958131670951843,0.21679669618606567,0.17781110107898712,0.1658424586057663,0.08247040212154388,0.13490137457847595,0.19286030530929565,0.29605427384376526,0.30658578872680664,0.4354031980037689,0.35206547379493713,0.4020138680934906,0.44179442524909973,0.4734690487384796,0.3100816309452057,0.16362732648849487,0.17793533205986023,0.11362970620393753,0.06408458203077316,0.1291600465774536,0.13398951292037964,0.14505982398986816,0.10257318615913391,0.1338331252336502,0.06321616470813751,0.1302877962589264,0.12373781949281693,0.07792907953262329,0.1335761696100235,0.19833286106586456,0.19868913292884827,0.25029894709587097,0.2849874496459961,0.15922896564006805,0.23083966970443726,0.26299095153808594,0.27322959899902344,0.22719024121761322,0.30581870675086975,0.22884678840637207,0.137775257229805,0.1960974782705307,0.22092771530151367,0.23532246053218842,0.17800211906433105
scaling,0.329,0.46869227290153503,0.08039349317550659,0.18327413499355316,0.3377867341041565,0.2501591145992279,0.4132179319858551,0.578856885433197,0.1353646069765091,0.24296696484088898,0.304802805185318,0.35052111744880676,0.380887895822525,0.5449293255805969,0.2925581634044647,0.27812865376472473,0.48517856001853943,0.7799972295761108,0.9665074348449707,0.9378129243850708,1.1242797374725342,0.6615512371063232,0.9266926050186157,0.7301226258277893,0.8052250742912292,0.794795036315918,0.723204493522644,0.9394674897193909,1.0123324394226074,0.8831934928894043,0.4777984023094177,0.6668961048126221,0.24343456327915192,0.2925110161304474,0.2066890448331833,0.23746857047080994,0.30787673592567444,0.5342127084732056,0.6599476337432861,1.1343352794647217,0.7249088883399963,0.5367798805236816,0.7711147665977478,0.9834845066070557,1.1831340789794922,1.224542260169983,1.1972423791885376,0.9544245004653931,0.9767361879348755
scaling,0.568,0.031597450375556946,0.0,0.0,0.0,0.09178699553012848,0.0,0.1541026532649994,0.180255725979805,0.26302528381347656,0.3641456365585327,0.3531755208969116,0.4228368401527405,0.27597948908805847,0.3714032769203186,0.3808196783065796,0.3434949219226837,0.49221113324165344,0.4515843093395233,0.4441593885421753,0.3941349983215332,0.45413845777511597,0.3589506149291992,0.2518278956413269,0.33039534091949463,0.4659077227115631,0.5318676233291626,0.5944575667381287,0.5910624265670776,0.39004576206207275,0.4528161287307739,0.417581170797348,0.47332528233528137,0.5257515907287598,0.6566439270973206,0.6611614227294922,0.46347513794898987,0.6459373831748962,0.56758713722229,0.5012381076812744,0.47613054513931274,0.616481363773346,0.6448945999145508,0.7365721464157104,0.6205196380615234,0.5998977422714233,0.5334151983261108,0.553921639919281,0.7338423728942871
scaling,0.226,1.176832675933838,1.2478970289230347,1.2128572463989258,1.5092772245407104,1.2388218641281128,0.7717798352241516,0.6433248519897461,1.1476939916610718,1.2170346975326538,1.6492421627044678,1.48402738571167,1.7977298498153687,1.2411866188049316,1.1491050720214844,1.1760414838790894,1.104385256767273,1.1497327089309692,1.1559633016586304,1.3968424797058105,1.1833765506744385,1.0820294618606567,1.2943669557571411,1.0991272926330566,0.9904783964157104,1.2459349632263184,1.0064984560012817,1.208943247795105,1.1422560214996338,1.1334476470947266,0.9864685535430908,0.8254629969596863,0.9085361361503601,0.49184250831604004,0.2943650186061859,0.6936355233192444,0.743514358997345,0.48163169622421265,0.4973803162574768,0.7067402005195618,0.6864245533943176,0.7926375269889832,0.6066108345985413,0.7357390522956848,0.7017462849617004,0.7640089988708496,0.7924159169197083,0.4858147203922272,0.8957920074462891
scaling,0.509,0.9717658758163452,0.6073207855224609,0.6299105286598206,0.6638006567955017,0.4873642027378082,0.42620328068733215,0.24711306393146515,0.2798089385032654,0.02480333484709263,0.22716018557548523,0.4628695547580719,0.37840211391448975,0.5860455632209778,0.3978245258331299,0.26647529006004333,0.07488683611154556,0.36348482966423035,0.4260122776031494,0.34524092078208923,0.2584819793701172,0.4283633530139923,0.5380314588546753,0.6755220890045166,0.5294592976570129,0.5649151802062988,0.5097156763076782,0.35294586420059204,0.41870880126953125,0.5468444228172302,0.334286630153656,0.4780220091342926,0.5574743747711182,0.7349505424499512,0.6609908938407898,0.7281373143196106,0.5988364219665527,0.7652078866958618,0.8516550660133362,0.6968740820884705,0.7061823010444641,0.811593234539032,0.894370436668396,0.6365998387336731,0.7310881018638611,0.5741965770721436,0.6131281852722168,1.0259159803390503,0.5184551477432251
scaling,0.48,1.209665298461914,1.4131346940994263,1.2397900819778442,1.1016473770141602,1.0286113023757935,0.89891117811203,0.836555540561676,0.9348874092102051,0.9152128100395203,0.5711277723312378,1.0370521545410156,0.5768824219703674,0.673603892326355,0.7773547172546387,0.45238956809043884,0.6331398487091064,0.4870942234992981,0.5303797721862793,0.5781939029693604,0.30418136715888977,0.49418163299560547,0.4689233899116516,0.7522720098495483,0.8214313983917236,0.5631119608879089,0.0,0.10278046876192093,0.0023042329121381044,0.049010537564754486,0.19843575358390808,0.3732472360134125,0.41883188486099243,0.1452181339263916,0.364173024892807,0.5282182693481445,0.523328423500061,0.26080185174942017,0.2968801259994507,0.5314058661460876,0.6628196835517883,0.6065423488616943,0.5873982310295105,0.7591099739074707,0.4567926228046417,0.6571825742721558,0.6078750491142273,0.37832093238830566,0.2955372929573059
scaling,0.578,0.49902698397636414,0.5264411568641663,0.5830805897712708,0.6112626194953918,0.5023699402809143,0.4319329559803009,0.7031815648078918,0.6543829441070557,0.7497301697731018,0.8211895227432251,0.8828153014183044,0.5705315470695496,0.5132220387458801,0.5993430018424988,0.5458698272705078,0.5460532307624817,0.6967391967773438,0.7682973146438599,0.7399411797523499,0.6296257376670837,0.6414799690246582,0.6994102001190186,0.654636025428772,0.7088927626609802,0.7523140907287598,0.7305387258529663,0.8584282398223877,0.7288736701011658,0.5539266467094421,0.2500702738761902,0.23278124630451202,0.46378293633461,0.37926092743873596,0.28593170642852783,0.34295743703842163,0.3710608184337616,0.37871718406677246,0.31678226590156555,0.23702281713485718,0.5701265335083008,0.4620722830295563,0.46540698409080505,0.45223212242126465,0.4617101848125458,0.45068225264549255,0.7701619267463684,0.5751560926437378,0.5969561338424683
scaling,0.508,0.3706742525100708,0.3083164393901825,0.3596056401729584,0.35164228081703186,0.4052550196647644,0.3914426565170288,0.3364287316799164,0.4236631691455841,0.5202727317810059,0.6249637007713318,0.6391521692276001,0.42775672674179077,0.5821055173873901,0.5710468292236328,0.5308319330215454,0.5786349773406982,0.5700891017913818,0.7778119444847107,0.5592367649078369,0.643541693687439,0.6272510886192322,0.7954393029212952,0.7559813261032104,0.8680315613746643,0.9697107672691345,1.0439777374267578,0.8330996036529541,1.054262399673462,1.241148591041565,1.170444369316101,1.4253851175308228,1.2075482606887817,1.1826627254486084,0.9482529759407043,0.667151927947998,0.7764124870300293,0.4503380358219147,0.4404737651348114,0.3978426456451416,0.3232465982437134,0.30354073643684387,0.44251760840415955,0.30275169014930725,0.019753912463784218,0.0,0.0,0.038426514714956284,0.2884909212589264
scaling,0.349,1.8414850234985352,1.7359814643859863,1.7288076877593994,1.9716626405715942,1.7051942348480225,1.5557994842529297,1.5744552612304688,1.6218955516815186,1.5124620199203491,1.638144850730896,1.463772177696228,1.6618070602416992,1.426029920578003,1.0208237171173096,0.6475374698638916,0.585456132888794,0.7207704186439514,1.1241792440414429,0.584183394908905,0.5449070334434509,0.7965655326843262,0.6618109345436096,0.841866672039032,0.927132785320282,1.0519332885742188,1.0786129236221313,1.0838391780853271,1.2650562524795532,1.2708477973937988,1.1465977430343628,1.1040452718734741,0.7489665746688843,0.9102720022201538,0.5557320713996887,0.6878408789634705,1.1776793003082275,1.1730555295944214,1.3378421068191528,1.2971302270889282,1.4485336542129517,1.0305722951889038,1.0660951137542725,1.3000521659851074,1.4668951034545898,1.1734492778778076,1.0322834253311157,1.0416456460952759,0.7375560402870178
scaling,0.207,0.10009192675352097,0.45817163586616516,0.6861214637756348,0.6289047598838806,0.5489725470542908,0.023713482543826103,0.21393783390522003,0.3209429383277893,0.27096065878868103,0.5824190974235535,0.7318322062492371,0.7645342946052551,0.6481336355209351,1.1004706621170044,1.390545129776001,1.0342915058135986,1.1872632503509521,1.1536859273910522,1.2385963201522827,0.6857857704162598,0.7229254841804504,1.418526291847229,1.526775598526001,1.2814439535140991,1.0534470081329346,0.5446861982345581,0.8717452883720398,0.8044271469116211,0.3744812607765198,0.42287203669548035,0.5633524656295776,1.0023853778839111,1.3647575378417969,1.410077452659607,1.4211777448654175,1.5911141633987427,1.2174676656723022,1.3031625747680664,1.6128944158554077,1.7244752645492554,2.0745036602020264,1.4882572889328003,1.3116705417633057,1.2428113222122192,1.1045984029769897,0.903279721736908,0.9985690116882324,1.2364827394485474
scaling,0.615,0.19547900557518005,0.2916663587093353,0.3281693160533905,0.2960226237773895,0.11063738167285919,0.07422973215579987,0.08549544960260391,0.11272981017827988,0.2756085693836212,0.30780497193336487,0.3227093815803528,0.13112735748291016,0.14826202392578125,0.30276623368263245,0.41593414545059204,0.559822678565979,0.6637330651283264,0.5479642152786255,0.4077646732330322,0.5404452681541443,0.43444114923477173,0.4658186733722687,0.495067834854126,0.5441828966140747,0.4051368534564972,0.2980979084968567,0.19436965882778168,0.4052753448486328,0.46456649899482727,0.3501777648925781,0.3638315200805664,0.5165764093399048,0.80936598777771,0.8607882857322693,0.738109290599823,0.619164228439331,0.3014295697212219,0.5393519401550293,0.5978685617446899,0.7931734919548035,0.7285635471343994,0.6464700698852539,0.3763898015022278,0.34369996190071106,0.554509699344635,0.49869510531425476,0.633409857749939,0.43547600507736206
scaling,0.32,1.6279550790786743,1.3290399312973022,1.6459596157073975,1.7033898830413818,1.5051772594451904,1.6456397771835327,1.3224233388900757,1.7054696083068848,1.1637582778930664,1.2464888095855713,0.8998959064483643,1.3620518445968628,1.269148826599121,1.316352128982544,1.2736605405807495,1.1826099157333374,1.1499407291412354,1.127426266670227,0.951598048210144,1.0691606998443604,0.9927082061767578,1.1633607149124146,0.803426206111908,0.9447068572044373,0.7947534322738647,1.4736008644104004,1.24025559425354,0.9447972774505615,0.9624394178390503,1.003191590309143,1.0931599140167236,1.0593490600585938,1.1226986646652222,0.9707183837890625,1.2760316133499146,1.1157864332199097,1.2610965967178345,1.002071499824524,1.0240007638931274,0.8347558379173279,0.8776248097419739,0.6211950778961182,0.7106413841247559,0.9428386092185974,1.0729689598083496,0.9621251821517944,0.9634721279144287,1.1907331943511963
scaling,0.202,0.6396014094352722,0.6654465198516846,0.8350470662117004,1.0286716222763062,1.1996269226074219,1.1465152502059937,1.1607319116592407,0.6444734334945679,0.5713018178939819,0.8001879453659058,1.4001760482788086,0.868264377117157,0.6958382725715637,0.670446515083313,0.4766375720500946,1.2310482263565063,1.2914984226226807,1.0066163539886475,0.8808368444442749,1.039434552192688,1.436269760131836,1.0099692344665527,1.0456212759017944,1.0979928970336914,0.8719208240509033,1.0995680093765259,0.7570618987083435,0.7248428463935852,0.8356648683547974,0.8219039440155029,1.5036273002624512,0.9979963898658752,1.3149842023849487,0.8805003762245178,0.8455559611320496,0.9552983045578003,0.7231881022453308,0.6635580658912659,0.8623250722885132,1.0868639945983887,0.9145447611808777,1.0017169713974,1.5435479879379272,1.7968361377716064,1.6408696174621582,0.9054064154624939,0.4979937970638275,0.7988797426223755
scaling,0.698,0.5041893124580383,0.5222821831703186,0.5156136751174927,0.47553688287734985,0.5110012888908386,0.5260879397392273,0.4009588658809662,0.4969596266746521,0.4336634576320648,0.2980761229991913,0.28093791007995605,0.27602291107177734,0.37091848254203796,0.2707773745059967,0.24675524234771729,0.29904356598854065,0.2873613238334656,0.4040292203426361,0.32051095366477966,0.2784126102924347,0.3110347092151642,0.41865620017051697,0.2932732403278351,0.4552435576915741,0.2294834852218628,0.20614629983901978,0.3218275010585785,0.37365958094596863,0.33040952682495117,0.3414933979511261,0.3522022068500519,0.41655781865119934,0.4122990667819977,0.44078555703163147,0.5653355717658997,0.584993302822113,0.641187846660614,0.659217894077301,0.6161509156227112,0.6073824763298035,0.5435647368431091,0.5718079805374146,0.5782549381256104,0.4092249870300293,0.3517622947692871,0.37437713146209717,0.4131757915019989,0.26992955803871155
scaling,0.361,1.2765918970108032,0.604857861995697,0.8998149633407593,0.8369669318199158,0.612363338470459,0.499872624874115,0.3325507640838623,0.8182088136672974,0.9203055500984192,1.003628134727478,0.9720631241798401,1.2279784679412842,0.9356356859207153,0.7978079319000244,0.7573580145835876,0.9537772536277771,1.1200532913208008,0.7128643989562988,0.44669610261917114,0.3746066689491272,0.24277468025684357,0.5570836663246155,0.6299349665641785,0.8989665508270264,0.6676076650619507,0.6943206787109375,0.6620841026306152,0.5809977054595947,0.8861488699913025,0.6177947521209717,1.0836048126220703,0.6677986979484558,0.6033205986022949,0.6135412454605103,0.8721000552177429,0.981243371963501,0.6450675129890442,0.4411459267139435,0.6778077483177185,0.5076004266738892,0.8679584860801697,1.062723159790039,1.2623032331466675,1.3357192277908325,1.3203058242797852,1.4694952964782715,1.2878378629684448,0.9403414726257324
scaling,0.728,0.23621977865695953,0.3192961812019348,0.36317330598831177,0.34019559621810913,0.3224324584007263,0.4190829396247864,0.3652772009372711,0.3452480733394623,0.3503589928150177,0.3375726640224457,0.25549212098121643,0.2658378481864929,0.43116331100463867,0.42762672901153564,0.3285183608531952,0.35020938515663147,0.22375492751598358,0.1699855625629425,0.14944083988666534,0.21945104002952576,0.1957336664199829,0.18610291182994843,0.1252986341714859,0.1850755363702774,0.1989106982946396,0.18516799807548523,0.25758689641952515,0.2453661412000656,0.22443722188472748,0.24357527494430542,0.23420695960521698,0.22497698664665222,0.35423576831817627,0.3101677894592285,0.37161505222320557,0.3884109556674957,0.32678094506263733,0.44440892338752747,0.3038734793663025,0.3322823941707611,0.3257077634334564,0.34155893325805664,0.3384382426738739,0.4787087142467499,0.40248075127601624,0.34047991037368774,0.2343163639307022,0.21094787120819092
scaling,0.708,1.0885848999023438,0.914810061454773,0.9221757054328918,0.8232950568199158,0.6539812088012695,0.6950607895851135,0.7620009183883667,0.5568975806236267,0.6875526905059814,0.44719451665878296,0.10377427190542221,0.27995380759239197,0.28440794348716736,0.3618411421775818,0.4346819519996643,0.3204350471496582,0.29877734184265137,0.34556844830513,0.3310757875442505,0.25286251306533813,0.35945838689804077,0.33514297008514404,0.3486813008785248,0.5318811535835266,0.386837899684906,0.21412047743797302,0.20988349616527557,0.18662787973880768,0.1831681728363037,0.3166390061378479,0.23542475700378418,0.29156118631362915,0.35572367906570435,0.421433687210083,0.4347004294395447,0.34636104106903076,0.20633891224861145,0.16991499066352844,0.088437519967556,0.10105039924383163,0.01922791078686714,0.12634867429733276,0.12392999976873398,0.15855881571769714,0.0,0.07778505980968475,0.049568649381399155,0.02342112734913826
scaling,0.584,0.4917142987251282,0.5325897336006165,0.46984124183654785,0.48574498295783997,0.4303942024707794,0.3938482701778412,0.37675711512565613,0.5628605484962463,0.46675369143486023,0.4392121732234955,0.15159326791763306,0.08410099148750305,0.21839873492717743,0.17652371525764465,0.28606486320495605,0.32080167531967163,0.4048422574996948,0.4531189501285553,0.4296407103538513,0.3234773874282837,0.28037893772125244,0.3132851719856262,0.29066202044487,0.36118489503860474,0.4289708435535431,0.3785780966281891,0.198260098695755,0.15947860479354858,0.22487197816371918,0.1665610373020172,0.20570266246795654,0.42193174362182617,0.3897256851196289,0.424112468957901,0.4386953115463257,0.46986842155456543,0.5318762063980103,0.6694341897964478,0.5728937983512878,0.7892065048217773,0.6497522592544556,0.4704256057739258,0.3196445405483246,0.6926118731498718,0.6253861784934998,0.7035640478134155,0.5612727403640747,0.642451286315918
scaling,0.255,0.5718376040458679,0.7194358706474304,0.6236874461174011,0.6243487000465393,0.7141862511634827,0.4177439212799072,0.0,0.20748409628868103,0.23984766006469727,0.3464523255825043,0.303914874792099,0.0,0.0,0.12782610952854156,0.4273945987224579,0.3259260356426239,0.3007543683052063,0.5802265405654907,0.8568403720855713,0.7310963273048401,0.7448664903640747,0.9093688130378723,0.986236035823822,1.1443803310394287,0.9087547659873962,0.7865028381347656,0.7861096262931824,0.8345857858657837,0.7939099073410034,0.7720006704330444,0.5641202330589294,0.5883176326751709,0.9912022352218628,1.3638216257095337,1.831587314605713,1.7152743339538574,1.4485613107681274,1.3963408470153809,1.2275503873825073,1.2717514038085938,1.0354892015457153,0.6592190265655518,1.0263911485671997,1.135138750076294,0.9659518599510193,0.7620183229446411,0.5570995211601257,1.0348867177963257
