episode_id,type,severity,duration_min,latency_min,detected
327,voltage_spoof,low,86,56.0,True
328,voltage_spoof,high,18,0.0,True
329,voltage_spoof,medium,145,0.0,True
330,voltage_spoof,medium,53,0.0,True
331,voltage_spoof,medium,87,0.0,True
332,voltage_spoof,low,144,0.0,True
333,voltage_spoof,high,149,0.0,True
334,voltage_spoof,high,156,0.0,True
335,voltage_spoof,low,94,0.0,True
336,voltage_spoof,low,34,0.0,True
337,voltage_spoof,high,164,0.0,True
338,voltage_spoof,low,105,0.0,True
339,voltage_spoof,low,51,0.0,True
340,voltage_spoof,high,43,0.0,True
341,voltage_spoof,high,51,0.0,True
342,voltage_spoof,high,177,0.0,True
343,voltage_spoof,medium,32,0.0,True
344,voltage_spoof,medium,90,0.0,True
345,voltage_spoof,low,74,0.0,True
346,voltage_spoof,medium,70,0.0,True
347,voltage_spoof,low,86,36.0,True
348,voltage_spoof,high,18,0.0,True
349,voltage_spoof,low,136,0.0,True
