episode_id,type,severity,duration_min,latency_min,detected
70,offset,high,130,4.0,True
71,offset,medium,48,4.0,True
72,offset,high,133,4.0,True
73,offset,low,36,,False
74,offset,high,168,4.0,True
75,offset,low,64,,False
76,offset,low,125,79.0,True
77,offset,low,19,4.0,True
78,offset,medium,107,1.0,True
79,offset,low,32,4.0,True
80,offset,medium,84,4.0,True
81,offset,medium,113,4.0,True
82,offset,low,148,57.0,True
83,offset,medium,145,4.0,True
84,offset,medium,33,4.0,True
85,offset,high,103,10.0,True
86,offset,medium,115,6.0,True
87,offset,medium,115,13.0,True
88,offset,medium,77,4.0,True
89,offset,low,123,4.0,True
90,offset,medium,90,4.0,True
91,offset,low,150,4.0,True
92,offset,medium,32,4.0,True
93,offset,high,113,4.0,True
94,offset,medium,151,4.0,True
95,offset,medium,38,13.0,True
96,offset,low,42,4.0,True
97,offset,low,40,4.0,True
98,offset,medium,18,3.0,True
99,offset,medium,43,4.0,True
100,noise,high,145,4.0,True
101,noise,low,159,9.0,True
102,noise,medium,122,4.0,True
103,noise,low,138,8.0,True
104,noise,medium,176,6.0,True
105,noise,medium,149,4.0,True
106,noise,medium,92,4.0,True
107,noise,low,24,7.0,True
108,noise,low,25,3.0,True
109,noise,medium,48,5.0,True
110,noise,medium,67,5.0,True
111,noise,medium,132,5.0,True
112,noise,medium,123,5.0,True
113,noise,medium,46,10.0,True
114,noise,high,153,5.0,True
115,noise,high,45,11.0,True
116,noise,high,129,5.0,True
117,noise,low,88,33.0,True
118,noise,medium,92,12.0,True
119,noise,low,137,5.0,True
120,noise,high,69,5.0,True
121,noise,low,106,8.0,True
122,noise,medium,129,5.0,True
123,noise,high,28,4.0,True
124,noise,medium,24,4.0,True
125,noise,medium,66,5.0,True
126,noise,low,160,4.0,True
127,noise,medium,79,7.0,True
128,noise,low,43,6.0,True
129,noise,medium,150,5.0,True
130,noise,high,17,4.0,True
131,noise,medium,54,6.0,True
132,noise,high,21,5.0,True
133,noise,low,92,7.0,True
134,noise,medium,180,7.0,True
135,noise,low,17,5.0,True
136,noise,medium,117,4.0,True
137,noise,low,86,8.0,True
138,noise,medium,161,5.0,True
139,noise,low,21,12.0,True
140,noise,high,45,4.0,True
141,noise,low,162,8.0,True
142,noise,high,70,4.0,True
143,noise,high,168,4.0,True
144,noise,high,73,4.0,True
145,noise,high,41,4.0,True
146,noise,low,17,10.0,True
147,noise,high,169,5.0,True
148,noise,high,18,7.0,True
149,noise,medium,106,6.0,True
150,ramp,low,167,72.0,True
151,ramp,medium,177,120.0,True
152,ramp,high,44,5.0,True
153,ramp,low,94,,False
154,ramp,high,98,61.0,True
155,ramp,low,21,15.0,True
156,ramp,medium,154,58.0,True
157,ramp,medium,108,52.0,True
158,ramp,low,169,23.0,True
159,ramp,high,153,33.0,True
160,ramp,low,95,79.0,True
161,ramp,high,60,20.0,True
162,ramp,medium,29,2.0,True
163,ramp,medium,51,42.0,True
164,ramp,low,15,8.0,True
165,ramp,low,65,42.0,True
166,ramp,medium,179,48.0,True
167,ramp,high,122,12.0,True
168,ramp,medium,136,31.0,True
169,ramp,low,138,62.0,True
170,ramp,medium,70,11.0,True
171,ramp,high,118,34.0,True
172,ramp,high,22,7.0,True
173,ramp,low,23,,False
174,ramp,high,15,7.0,True
175,ramp,high,102,27.0,True
176,ramp,medium,78,49.0,True
177,ramp,high,126,17.0,True
178,ramp,low,158,56.0,True
179,ramp,high,103,13.0,True
180,ramp,medium,110,87.0,True
181,ramp,low,128,24.0,True
182,ramp,medium,127,47.0,True
183,ramp,low,176,39.0,True
184,ramp,medium,72,18.0,True
185,ramp,medium,105,28.0,True
186,ramp,medium,43,13.0,True
187,ramp,medium,91,46.0,True
188,ramp,medium,18,10.0,True
189,ramp,low,169,161.0,True
190,ramp,high,27,15.0,True
191,ramp,medium,55,51.0,True
192,ramp,low,166,104.0,True
193,ramp,medium,89,15.0,True
194,ramp,medium,21,8.0,True
195,ramp,high,35,24.0,True
196,ramp,high,108,27.0,True
197,ramp,low,32,13.0,True
198,ramp,medium,88,25.0,True
199,ramp,high,15,6.0,True
200,step,low,76,39.0,True
201,step,medium,23,15.0,True
202,step,medium,167,80.0,True
203,step,high,160,63.0,True
204,step,high,78,36.0,True
205,step,low,134,,False
206,step,high,173,44.0,True
207,step,medium,77,26.0,True
208,step,low,145,52.0,True
209,step,medium,116,53.0,True
210,step,high,158,47.0,True
211,step,high,111,44.0,True
212,step,medium,58,21.0,True
213,step,medium,116,61.0,True
214,step,high,17,8.0,True
215,step,high,63,23.0,True
216,step,low,85,31.0,True
217,step,low,21,8.0,True
218,step,low,167,80.0,True
219,step,medium,29,11.0,True
220,step,high,21,10.0,True
221,step,high,114,52.0,True
222,step,medium,72,26.0,True
223,step,high,55,25.0,True
224,step,low,143,44.0,True
225,step,medium,152,60.0,True
226,step,low,22,13.0,True
227,step,medium,64,20.0,True
228,step,high,139,59.0,True
229,step,medium,166,83.0,True
230,step,high,123,42.0,True
231,step,low,113,29.0,True
232,step,medium,150,73.0,True
233,step,low,38,20.0,True
234,step,low,173,46.0,True
235,step,medium,152,61.0,True
236,step,high,180,53.0,True
237,step,low,122,61.0,True
238,step,low,134,62.0,True
239,step,medium,51,26.0,True
240,step,medium,46,17.0,True
241,step,medium,29,11.0,True
242,step,high,177,74.0,True
243,step,low,91,51.0,True
244,step,medium,66,21.0,True
245,step,medium,21,,False
246,step,medium,78,23.0,True
247,step,high,136,52.0,True
248,step,medium,143,63.0,True
249,step,low,69,37.0,True
250,replay,low,15,4.0,True
251,replay,high,163,10.0,True
252,replay,low,44,14.0,True
253,replay,low,37,,False
254,replay,low,33,4.0,True
255,replay,high,63,6.0,True
256,replay,low,147,4.0,True
257,replay,low,126,4.0,True
258,replay,low,25,,False
259,replay,high,166,47.0,True
260,replay,medium,89,4.0,True
261,replay,medium,141,4.0,True
262,replay,high,73,4.0,True
263,replay,high,58,4.0,True
264,replay,low,38,,False
265,replay,low,98,4.0,True
266,replay,medium,68,9.0,True
267,replay,high,166,4.0,True
268,replay,medium,18,4.0,True
269,replay,medium,120,4.0,True
270,replay,high,118,4.0,True
271,replay,medium,20,4.0,True
272,replay,low,145,17.0,True
273,replay,medium,125,0.0,True
274,replay,low,69,,False
275,replay,low,118,3.0,True
276,replay,medium,39,4.0,True
277,replay,medium,62,4.0,True
278,replay,medium,126,4.0,True
279,replay,low,169,149.0,True
280,replay,medium,173,92.0,True
281,replay,medium,93,38.0,True
282,replay,high,72,4.0,True
283,replay,medium,51,0.0,True
284,replay,medium,15,4.0,True
285,replay,medium,17,,False
286,replay,medium,106,4.0,True
287,replay,medium,132,4.0,True
288,replay,medium,90,4.0,True
289,replay,high,69,4.0,True
290,replay,high,124,101.0,True
291,replay,high,107,4.0,True
292,replay,high,39,4.0,True
293,replay,low,119,4.0,True
294,replay,medium,56,4.0,True
295,replay,low,137,4.0,True
296,replay,medium,39,4.0,True
297,replay,high,72,26.0,True
298,replay,high,36,4.0,True
299,replay,high,53,27.0,True
300,voltage_spoof,high,39,4.0,True
301,voltage_spoof,high,144,4.0,True
302,voltage_spoof,high,75,4.0,True
303,voltage_spoof,medium,78,6.0,True
304,voltage_spoof,medium,27,13.0,True
305,voltage_spoof,high,30,4.0,True
306,voltage_spoof,medium,49,4.0,True
307,voltage_spoof,medium,124,25.0,True
308,voltage_spoof,low,125,57.0,True
309,voltage_spoof,medium,137,4.0,True
310,voltage_spoof,medium,29,1.0,True
311,voltage_spoof,medium,60,4.0,True
312,voltage_spoof,low,127,4.0,True
313,voltage_spoof,medium,18,4.0,True
314,voltage_spoof,low,37,23.0,True
315,voltage_spoof,medium,61,4.0,True
316,voltage_spoof,high,57,19.0,True
317,voltage_spoof,low,26,4.0,True
318,voltage_spoof,high,128,3.0,True
319,voltage_spoof,low,73,3.0,True
320,voltage_spoof,high,146,4.0,True
321,voltage_spoof,low,147,1.0,True
322,voltage_spoof,medium,134,21.0,True
323,voltage_spoof,medium,19,4.0,True
324,voltage_spoof,medium,38,4.0,True
325,voltage_spoof,medium,176,4.0,True
326,voltage_spoof,medium,81,4.0,True
327,voltage_spoof,low,86,61.0,True
328,voltage_spoof,high,18,4.0,True
329,voltage_spoof,medium,145,4.0,True
330,voltage_spoof,medium,53,4.0,True
331,voltage_spoof,medium,87,4.0,True
332,voltage_spoof,low,144,16.0,True
333,voltage_spoof,high,149,4.0,True
334,voltage_spoof,high,156,4.0,True
335,voltage_spoof,low,94,11.0,True
336,voltage_spoof,low,34,17.0,True
337,voltage_spoof,high,164,4.0,True
338,voltage_spoof,low,105,4.0,True
339,voltage_spoof,low,51,8.0,True
340,voltage_spoof,high,43,4.0,True
341,voltage_spoof,high,51,4.0,True
342,voltage_spoof,high,177,4.0,True
343,voltage_spoof,medium,32,4.0,True
344,voltage_spoof,medium,90,27.0,True
345,voltage_spoof,low,74,13.0,True
346,voltage_spoof,medium,70,4.0,True
347,voltage_spoof,low,86,78.0,True
348,voltage_spoof,high,18,4.0,True
349,voltage_spoof,low,136,6.0,True
